Recording timestamp [ms];Computer timestamp [ms];Sensor;Project name;Export date;Participant name;Recording name;Recording date;Recording date UTC;Recording start time;Recording start time UTC;Recording duration [ms];Timeline name;Recording Fixation filter name;Recording software version;Recording resolution height [px];Recording resolution width [px];Recording monitor latency [ms];Average calibration accuracy [mm];Average calibration precision SD [mm];Average calibration precision RMS [mm];Average calibration accuracy [°];Average calibration precision SD [°];Average calibration precision RMS [°];Average calibration accuracy [px];Average calibration precision SD [px];Average calibration precision RMS [px];Average validation accuracy [mm];Average validation precision SD [mm];Average validation precision RMS [mm];Average validation accuracy [°];Average validation precision SD [°];Average validation precision RMS [°];Average validation accuracy [px];Average validation precision SD [px];Average validation precision RMS [px];Eyetracker timestamp [μs];Event;Event value;Gaze point X [DACS px];Gaze point Y [DACS px];Gaze point left X [DACS px];Gaze point left Y [DACS px];Gaze point right X [DACS px];Gaze point right Y [DACS px];Gaze direction left X [DACS norm];Gaze direction left Y [DACS norm];Gaze direction left Z [DACS norm];Gaze direction right X [DACS norm];Gaze direction right Y [DACS norm];Gaze direction right Z [DACS norm];Pupil diameter left [mm];Pupil diameter right [mm];Pupil diameter filtered [mm];Validity left;Validity right;Eye position left X [DACS mm];Eye position left Y [DACS mm];Eye position left Z [DACS mm];Eye position right X [DACS mm];Eye position right Y [DACS mm];Eye position right Z [DACS mm];Gaze point left X [DACS mm];Gaze point left Y [DACS mm];Gaze point right X [DACS mm];Gaze point right Y [DACS mm];Gaze point X [MCS norm];Gaze point Y [MCS norm];Gaze point left X [MCS norm];Gaze point left Y [MCS norm];Gaze point right X [MCS norm];Gaze point right Y [MCS norm];Presented Stimulus name;Presented Media name;Presented Media width [px];Presented Media height [px];Presented Media position X [DACS px];Presented Media position Y [DACS px];Original Media width [px];Original Media height [px];Eye movement type;Eye movement event duration [ms];Eye movement type index;Fixation point X [DACS px];Fixation point Y [DACS px];Fixation point X [MCS norm];Fixation point Y [MCS norm];Ungrouped;Client area position X [px];Client area position Y [px];Viewport position X [px];Viewport position Y [px];Viewport width [px];Viewport height [px];Full page width [px];Full page height [px];Mouse position X [DACS px];Mouse position Y [DACS px]
66;1626833723;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6612708529;;;260;31;359;82;161;-19;-0,24994;-0,41004;-0,87715;-0,3901;-0,41911;-0,81986;4,965;4,885;4,925;Valid;Valid;277;311,2;609,8;334,7;303,8;606,3;103,2;26,2;46,2;-6,2;;;;;;;;;;;;;;;Unclassified;17;1;;;;;;;;;;;;;;;
99;1626833756;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6612742011;;;204;118;195;183;213;52;-0,31536;-0,36104;-0,87761;-0,37638;-0,39545;-0,83783;4,581;4,689;4,66;Valid;Valid;276,5;310,9;613,2;334,3;303,6;608;56,1;58,6;61,2;16,6;;;;;;;;;;;;;;;Fixation;216;1;211;109;;;;;;;;;;;;;
116;1626833773;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6612758495;;;218;112;217;174;218;49;-0,30673;-0,36571;-0,87873;-0,37441;-0,39689;-0,83803;4,632;4,677;4,629;Valid;Valid;276,5;310,9;613,3;334,2;303,6;607,8;62,4;55,6;62,7;15,8;;;;;;;;;;;;;;;Fixation;216;1;211;109;;;;;;;;;;;;;
149;1626833806;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6612791931;;;203;121;199;179;208;63;-0,31366;-0,36384;-0,87706;-0,37906;-0,39329;-0,83764;4,516;4,649;4,587;Valid;Valid;275,8;311;611,4;333,2;303,9;604,3;57,1;57,3;59,7;20,1;;;;;;;;;;;;;;;Fixation;216;1;211;109;;;;;;;;;;;;;
166;1626833823;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6612808461;;;204;116;197;169;212;62;-0,31365;-0,36783;-0,8754;-0,37766;-0,39401;-0,83793;4,526;4,635;4,579;Valid;Valid;275,8;311;611,4;333,1;303,9;604,1;56,7;54,1;60,8;19,8;;;;;;;;;;;;;;;Fixation;216;1;211;109;;;;;;;;;;;;;
199;1626833856;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6612841851;;;218;109;221;167;216;51;-0,30377;-0,36996;-0,87798;-0,37482;-0,3988;-0,83694;4,518;4,598;4,563;Valid;Valid;275,1;310,9;611,5;332,3;303,8;603,6;63,5;53,3;62;16,2;;;;;;;;;;;;;;;Fixation;216;1;211;109;;;;;;;;;;;;;
249;1626833906;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6612891771;;;215;117;219;179;210;55;-0,30428;-0,36527;-0,87977;-0,37624;-0,39727;-0,83703;4,552;4,618;4,574;Valid;Valid;274,4;311;611,2;331,6;303,9;603,2;63;57,2;60,4;17,6;;;;;;;;;;;;;;;Fixation;216;1;211;109;;;;;;;;;;;;;
266;1626833923;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6612908393;;;200;116;194;176;207;56;-0,31347;-0,36551;-0,87644;-0,37751;-0,39673;-0,83672;4,51;4,623;4,566;Valid;Valid;274,4;311;611,2;331,5;303,9;603,1;55,8;56,1;59,4;18;;;;;;;;;;;;;;;Fixation;216;1;211;109;;;;;;;;;;;;;
299;1626833956;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6612941691;;;204;120;194;177;214;64;-0,31261;-0,36542;-0,87678;-0,37508;-0,39441;-0,8389;4,481;4,63;4,563;Valid;Valid;273,9;311,3;611,4;331,1;304,2;603,2;55,9;56,4;61,4;20,5;;;;;;;;;;;;;;;Fixation;216;1;211;109;;;;;;;;;;;;;
316;1626833973;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6612958359;;;231;114;215;159;247;68;-0,30404;-0,37331;-0,87647;-0,36389;-0,39488;-0,8436;4,484;4,636;4,557;Valid;Valid;273,9;311,3;611,4;331,2;304,2;603,3;61,8;50,9;70,9;21,8;;;;;;;;;;;;;;;Saccade;50;1;;;;;;;;;;;;;;;
332;1626833989;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6612974820;;;503;116;456;157;549;74;-0,21011;-0,38309;-0,8995;-0,25227;-0,4072;-0,87781;4,525;4,625;4,553;Valid;Valid;274,4;311,4;613,4;331,8;304,4;605;131,1;50,2;157,9;23,7;;;;;;;;;;;;;;;Saccade;50;1;;;;;;;;;;;;;;;
349;1626834006;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6612991611;;;865;277;802;314;929;240;-0,06888;-0,32738;-0,94238;-0,10058;-0,35334;-0,93007;4,438;4,547;4,493;Valid;Valid;275;311,9;609,4;332;305;601,3;230,4;100,2;267;76,5;;;;;;;;;;;;;;;Saccade;50;1;;;;;;;;;;;;;;;
399;1626834056;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613041531;;;1016;443;951;460;1081;427;-0,00294;-0,26342;-0,96468;-0,03419;-0,27172;-0,96177;4,325;4,419;4,374;Valid;Valid;275,2;312,2;605,7;332;305,3;597,7;273,4;146,8;310,8;136,5;;;;;;;;;;;;;;;Saccade;33;2;;;;;;;;;;;;;;;
416;1626834072;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613058194;;;1015;443;952;458;1078;428;-0,00241;-0,26432;-0,96443;-0,03552;-0,2716;-0,96175;4,323;4,424;4,371;Valid;Valid;275,2;312,2;605,5;332;305,4;597,1;273,7;146,3;310;136,7;;;;;;;;;;;;;;;Unclassified;33;2;;;;;;;;;;;;;;;
449;1626834106;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613091451;;;1005;469;945;494;1065;444;-0,00625;-0,24961;-0,96833;-0,04197;-0,26649;-0,96292;4,304;4,391;4,347;Valid;Valid;275,6;312,8;601,2;332,1;306,1;593,2;271,7;157,8;306,3;141,9;;;;;;;;;;;;;;;Saccade;17;3;;;;;;;;;;;;;;;
466;1626834122;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613108160;;;1011;469;947;498;1074;440;-0,0054;-0,24793;-0,96876;-0,03776;-0,26884;-0,96244;4,303;4,379;4,341;Valid;Valid;275,6;312,9;601,1;332,1;306,2;592,7;272,3;159;308,9;140,7;;;;;;;;;;;;;;;Unclassified;50;3;;;;;;;;;;;;;;;
499;1626834156;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613141371;;;1010;477;945;505;1076;448;-0,00768;-0,24778;-0,96879;-0,03807;-0,26889;-0,96242;4,286;4,353;4,319;Valid;Valid;276,4;314,4;598,2;332,6;307,9;590,1;271,7;161,4;309,3;143;;;;;;;;;;;;;;;Unclassified;50;3;;;;;;;;;;;;;;;
549;1626834205;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613191291;;;836;892;768;919;904;865;-0,09398;-0,03876;-0,99482;-0,12278;-0,05661;-0,99082;4,27;4,308;4,298;Valid;Valid;277,1;316,7;596,7;332,9;310;588,5;220,7;293,4;259,9;276,4;;;;;;;;;;;;;;;Saccade;50;4;;;;;;;;;;;;;;;
599;1626834255;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613241211;;;828;898;768;917;889;879;-0,09535;-0,04203;-0,99456;-0,13151;-0,0508;-0,99001;4,293;4,347;4,32;Valid;Valid;277,7;318;594,9;333,4;310,9;586,5;220,7;292,8;255,5;280,8;;;;;;;;;;;;;;;Fixation;233;2;874;882;;;;;;;;;;;;;
648;1626834305;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613291131;;;832;884;781;907;882;862;-0,08987;-0,04886;-0,99475;-0,13539;-0,06099;-0,98891;4,352;4,383;4,368;Valid;Valid;278,4;318,8;594,2;333,8;311,5;585,7;224,7;289,6;253,6;275,4;;;;;;;;;;;;;;;Fixation;233;2;874;882;;;;;;;;;;;;;
698;1626834355;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613341051;;;838;895;786;921;890;868;-0,08877;-0,04234;-0,99515;-0,13243;-0,05908;-0,98943;4,418;4,446;4,43;Valid;Valid;278,9;319,4;593,7;334,1;312,2;584,9;225,9;294,2;255,8;277,3;;;;;;;;;;;;;;;Fixation;233;2;874;882;;;;;;;;;;;;;
748;1626834405;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613390971;;;834;897;780;922;888;872;-0,0921;-0,04254;-0,99484;-0,13384;-0,05806;-0,9893;4,471;4,494;4,483;Valid;Valid;279,3;320;593,6;334,4;313;584,7;224,4;294,7;255,3;278,7;;;;;;;;;;;;;;;Fixation;233;2;874;882;;;;;;;;;;;;;
798;1626834455;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613440891;;;898;1124;856;1156;940;1091;-0,05685;0,08113;-0,99508;-0,1093;0,05916;-0,99225;4,519;4,557;4,538;Valid;Valid;279,9;320,8;593,6;334,7;313,8;584,8;246;369,2;270,3;348,6;;;;;;;;;;;;;;;Saccade;50;5;;;;;;;;;;;;;;;
848;1626834505;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613490811;;;947;1210;900;1235;994;1186;-0,03573;0,1225;-0,99183;-0,08329;0,10926;-0,99052;4,592;4,587;4,589;Valid;Valid;280,2;321,1;593,9;335,1;314,2;585;258,8;394,4;285,9;378,7;;;;;;;;;;;;;;;Unclassified;17;4;;;;;;;;;;;;;;;
898;1626834555;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613540731;;;954;1202;914;1230;993;1174;-0,02925;0,11973;-0,99238;-0,08415;0,10291;-0,99113;4,64;4,62;4,63;Valid;Valid;280,4;321,1;594,4;335,3;314,4;585,5;262,8;392,8;285,6;375,2;;;;;;;;;;;;;;;Saccade;33;6;;;;;;;;;;;;;;;
948;1626834605;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613590651;;;943;1189;890;1180;996;1197;-0,04087;0,09352;-0,99478;-0,08283;0,11512;-0,98989;4,644;4,698;4,671;Valid;Valid;280,4;321;595;335,5;314,3;586,2;256;376,9;286,4;382,5;;;;;;;;;;;;;;;Saccade;33;7;;;;;;;;;;;;;;;
998;1626834655;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613640571;;;942;1194;901;1193;983;1195;-0,03574;0,10074;-0,99427;-0,08919;0,1137;-0,9895;4,697;4,734;4,715;Valid;Valid;280,4;320,7;595,3;335,5;314,3;586,6;259;381;282,6;381,7;;;;;;;;;;;;;;;Saccade;33;8;;;;;;;;;;;;;;;
1048;1626834705;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613690491;;;950;1205;906;1223;994;1187;-0,03285;0,11593;-0,99271;-0,08392;0,10883;-0,99051;4,79;4,784;4,787;Valid;Valid;280,3;320,9;596,9;335,6;314,4;588,3;260,6;390,6;285,8;379;;;;;;;;;;;;;;;Unclassified;33;5;;;;;;;;;;;;;;;
1098;1626834755;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613740411;;;956;1210;904;1214;1008;1207;-0,03386;0,11001;-0,99335;-0,07703;0,11896;-0,98991;4,834;4,814;4,824;Valid;Valid;280,3;321,5;597,3;335,5;314,7;588,7;259,9;387,7;289,7;385,4;;;;;;;;;;;;;;;Saccade;33;9;;;;;;;;;;;;;;;
1148;1626834804;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613790331;;;933;1111;884;1129;983;1092;-0,04323;0,06547;-0,99692;-0,08885;0,05789;-0,99436;4,851;4,862;4,851;Valid;Valid;280,1;321,5;597,6;335,2;314,4;588,9;254,1;360,8;282,6;348,7;;;;;;;;;;;;;;;Saccade;33;10;;;;;;;;;;;;;;;
1198;1626834854;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613840251;;;925;1077;884;1067;965;1086;-0,04292;0,03223;-0,99856;-0,09689;0,05516;-0,99377;4,815;4,88;4,856;Valid;Valid;279,8;321,7;597,7;335;314,3;588,9;254,1;341;277,6;347;;;;;;;;;;;;;;;Saccade;33;11;;;;;;;;;;;;;;;
1248;1626834904;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613890171;;;929;1070;885;1079;972;1061;-0,04189;0,03788;-0,9984;-0,09344;0,0413;-0,99477;4,865;4,895;4,88;Valid;Valid;279,6;321,8;598,3;334,8;314,4;589,4;254,5;344,5;279,4;338,9;;;;;;;;;;;;;;;Unclassified;33;6;;;;;;;;;;;;;;;
1297;1626834954;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613940091;;;934;1103;889;1117;979;1088;-0,03996;0,05782;-0,99753;-0,08931;0,05537;-0,99446;4,955;4,922;4,938;Valid;Valid;279,5;322,2;598,5;334,5;314,8;589,5;255,5;356,9;281,6;347,6;;;;;;;Eyetracker Calibration;;;;;;;;Unclassified;16;7;;;;;;;;;;;;;;;
1347;1626835004;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6613990011;;;743;393;685;407;801;379;-0,12952;-0,30163;-0,94459;-0,16492;-0,30682;-0,93737;5,056;5,045;5,051;Valid;Valid;279,2;321,4;599,1;334;314,1;590,1;197,1;130,1;230,2;121;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;33;12;;;;;;;;;;;;;;;
1397;1626835054;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614039931;;;714;264;660;293;768;234;-0,13743;-0,35109;-0,9262;-0,17488;-0,36928;-0,91271;5,13;5,113;5,121;Valid;Valid;278,9;321,4;600,8;334,1;314,1;591,8;189,8;93,7;220,7;74,7;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;133;3;734;254;;;;;;;;;;;;;
1447;1626835104;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614089851;;;713;269;669;303;757;234;-0,1332;-0,34624;-0,92864;-0,17925;-0,36832;-0,91226;5,148;5,145;5,147;Valid;Valid;278,7;321,4;601,9;334,1;314,1;593;192,4;96,9;217,6;74,7;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;133;3;734;254;;;;;;;;;;;;;
1497;1626835154;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614139771;;;711;267;666;294;756;240;-0,13415;-0,34956;-0,92726;-0,17967;-0,36512;-0,91346;5,168;5,158;5,154;Valid;Valid;278,6;321,3;603,1;334,1;314,1;594,2;191,4;94;217,2;76,6;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;133;3;734;254;;;;;;;;;;;;;
1547;1626835204;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614189691;;;737;467;688;483;786;450;-0,12801;-0,26539;-0,9556;-0,17229;-0,27182;-0,9468;4,933;4,918;4,925;Valid;Valid;278,6;321,6;602,9;334;314,5;594,1;197,8;154,2;225,9;143,9;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;33;13;;;;;;;;;;;;;;;
1597;1626835254;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614239611;;;745;494;691;509;799;480;-0,12711;-0,25267;-0,95917;-0,16687;-0,25769;-0,95171;4,643;4,61;4,626;Valid;Valid;278,5;321,5;603,2;334;314,3;594,3;198,5;162,6;229,8;153,3;;;;;;;Eyetracker Calibration;;;;;;;;Unclassified;16;8;;;;;;;;;;;;;;;
1647;1626835304;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614289531;;;739;467;693;486;786;447;-0,12597;-0,2632;-0,95648;-0,17228;-0,27305;-0,94645;4,363;4,363;4,363;Valid;Valid;278,5;321,3;602,9;334,1;314,1;594;199,1;155,4;225,9;142,7;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;133;4;767;453;;;;;;;;;;;;;
1697;1626835354;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614339451;;;748;462;686;483;811;440;-0,12917;-0,26406;-0,95582;-0,16111;-0,27624;-0,94749;4,139;4,139;4,139;Valid;Valid;278,7;321;603,3;334,3;313,9;594,5;197,2;154,4;233,2;140,6;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;133;4;767;453;;;;;;;;;;;;;
1747;1626835404;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614389371;;;747;462;700;490;795;433;-0,12338;-0,26104;-0,95741;-0,16883;-0,27931;-0,94524;3,937;3,926;3,931;Valid;Valid;279;321;603,2;334,6;314;594,4;201,2;156,5;228,5;138,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;133;4;767;453;;;;;;;;;;;;;
