Recording timestamp [ms];Computer timestamp [ms];Sensor;Project name;Export date;Participant name;Recording name;Recording date;Recording date UTC;Recording start time;Recording start time UTC;Recording duration [ms];Timeline name;Recording Fixation filter name;Recording software version;Recording resolution height [px];Recording resolution width [px];Recording monitor latency [ms];Average calibration accuracy [mm];Average calibration precision SD [mm];Average calibration precision RMS [mm];Average calibration accuracy [°];Average calibration precision SD [°];Average calibration precision RMS [°];Average calibration accuracy [px];Average calibration precision SD [px];Average calibration precision RMS [px];Average validation accuracy [mm];Average validation precision SD [mm];Average validation precision RMS [mm];Average validation accuracy [°];Average validation precision SD [°];Average validation precision RMS [°];Average validation accuracy [px];Average validation precision SD [px];Average validation precision RMS [px];Eyetracker timestamp [μs];Event;Event value;Gaze point X [DACS px];Gaze point Y [DACS px];Gaze point left X [DACS px];Gaze point left Y [DACS px];Gaze point right X [DACS px];Gaze point right Y [DACS px];Gaze direction left X [DACS norm];Gaze direction left Y [DACS norm];Gaze direction left Z [DACS norm];Gaze direction right X [DACS norm];Gaze direction right Y [DACS norm];Gaze direction right Z [DACS norm];Pupil diameter left [mm];Pupil diameter right [mm];Pupil diameter filtered [mm];Validity left;Validity right;Eye position left X [DACS mm];Eye position left Y [DACS mm];Eye position left Z [DACS mm];Eye position right X [DACS mm];Eye position right Y [DACS mm];Eye position right Z [DACS mm];Gaze point left X [DACS mm];Gaze point left Y [DACS mm];Gaze point right X [DACS mm];Gaze point right Y [DACS mm];Gaze point X [MCS norm];Gaze point Y [MCS norm];Gaze point left X [MCS norm];Gaze point left Y [MCS norm];Gaze point right X [MCS norm];Gaze point right Y [MCS norm];Presented Stimulus name;Presented Media name;Presented Media width [px];Presented Media height [px];Presented Media position X [DACS px];Presented Media position Y [DACS px];Original Media width [px];Original Media height [px];Eye movement type;Eye movement event duration [ms];Eye movement type index;Fixation point X [DACS px];Fixation point Y [DACS px];Fixation point X [MCS norm];Fixation point Y [MCS norm];Ungrouped;Client area position X [px];Client area position Y [px];Viewport position X [px];Viewport position Y [px];Viewport width [px];Viewport height [px];Full page width [px];Full page height [px];Mouse position X [DACS px];Mouse position Y [DACS px]
125175;1626958832;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6737817393;;;1164;593;1162;577;1167;610;0,0732;-0,13548;-0,98807;-0,05274;-0,11253;-0,99225;3,411;3,433;3,414;Valid;Valid;302,1;243,4;430,4;357,9;242,7;422,5;334;184,4;335,5;194,7;0,6064;0,5495;0,6051;0,5345;0,6078;0,5645;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;100;291;1162;588;0,6051;0,5441;;;;;;;;;;;
125191;1626958848;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6737833614;;;1154;590;1159;582;1149;598;0,07138;-0,13335;-0,9885;-0,06471;-0,1233;-0,99026;3,421;3,432;3,412;Valid;Valid;302,2;243,9;429,8;358;243,7;421,8;333,2;185,9;330,5;191,2;0,6011;0,5465;0,6036;0,5388;0,5987;0,5541;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;100;291;1162;588;0,6051;0,5441;;;;;;;;;;;
125208;1626958865;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6737850622;;;1160;584;1158;575;1161;594;0,07028;-0,13918;-0,98777;-0,05754;-0,12833;-0,99006;3,426;3,394;3,414;Valid;Valid;302,5;244,1;429,4;358,4;244,4;421,8;333;183,6;333,9;189,7;0,6041;0,5411;0,6033;0,5323;0,6049;0,5499;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;100;291;1162;588;0,6051;0,5441;;;;;;;;;;;
125291;1626958948;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6737933445;;;1338;594;1328;577;1349;611;0,16904;-0,13276;-0,97663;0,05746;-0,12334;-0,9907;3,425;3,383;3,392;Valid;Valid;307,3;242,7;430;363,3;247,9;423;381,7;184,2;387,9;195,2;0,6971;0,5499;0,6915;0,5339;0,7027;0,5659;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;133;292;1343;596;0,6996;0,5516;;;;;;;;;;;
125308;1626958965;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6737950715;;;1354;601;1344;581;1364;622;0,17693;-0,12915;-0,97571;0,06576;-0,11623;-0,99104;3,4;3,364;3,382;Valid;Valid;308,4;242,3;429,3;364,1;248,3;422,7;386,3;185,5;392,1;198,7;0,7051;0,5568;0,6998;0,5377;0,7104;0,576;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;133;292;1343;596;0,6996;0,5516;;;;;;;;;;;
125358;1626959015;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738000631;;;1348;597;1333;583;1362;612;0,16526;-0,12667;-0,97808;0,06012;-0,12681;-0,9901;3,316;3,267;3,31;Valid;Valid;311,2;241,5;427,1;366,1;249,3;421,2;383,3;186,2;391,7;195,4;0,702;0,553;0,6945;0,5397;0,7096;0,5663;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;133;292;1343;596;0,6996;0,5516;;;;;;;;;;;
125391;1626959048;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738033285;;;1344;600;1331;579;1357;620;0,16099;-0,12708;-0,97874;0,05315;-0,11892;-0,99148;3,335;3,272;3,302;Valid;Valid;312,4;240,5;427,8;367,5;248,8;422,2;382,8;184,9;390,2;198,2;0,7002;0,5552;0,6935;0,536;0,7068;0,5744;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;133;292;1343;596;0,6996;0,5516;;;;;;;;;;;
125408;1626959065;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738050546;;;1382;608;1364;575;1400;641;0,17951;-0,12778;-0,97542;0,08044;-0,10252;-0,99147;3,33;3,25;3,311;Valid;Valid;313,3;239,8;428,1;368,2;248,5;422,6;392;183,7;402,5;204,8;0,7197;0,563;0,7102;0,5324;0,7292;0,5935;Teks;Teks.png;1920;1080;0;0;1920;1080;Saccade;50;543;;;;;;;;;;;;;;;
125441;1626959098;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738083200;;;1486;608;1482;583;1489;633;0,24832;-0,11593;-0,96171;0,13443;-0,10383;-0,98547;3,401;3,356;3,374;Valid;Valid;315;238;430,1;370,2;247,1;424,9;426,1;186,1;428,1;202,3;0,7737;0,5629;0,7719;0,5395;0,7756;0,5864;Teks;Teks.png;1920;1080;0;0;1920;1080;Saccade;50;543;;;;;;;;;;;;;;;
125491;1626959148;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738133116;;;1503;601;1497;576;1509;625;0,25065;-0,11298;-0,96146;0,14006;-0,10312;-0,98476;3,44;3,387;3,412;Valid;Valid;317,2;235;434,2;372,7;244,7;429,1;430,3;184;433,7;199,8;0,7827;0,5563;0,7796;0,5334;0,7858;0,5792;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;167;293;1504;595;0,7832;0,5507;;;;;;;;;;;
125508;1626959165;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738150575;;;1501;595;1504;567;1498;622;0,25232;-0,11639;-0,96062;0,13096;-0,10386;-0,98593;3,436;3,384;3,411;Valid;Valid;317,9;234,1;436;373,6;244,1;430,6;432,4;181,3;430,8;198,7;0,7819;0,5507;0,7834;0,5254;0,7803;0,576;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;167;293;1504;595;0,7832;0,5507;;;;;;;;;;;
125541;1626959197;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738182935;;;1515;601;1512;579;1518;622;0,25386;-0,10527;-0,9615;0,13954;-0,10076;-0,98508;3,432;3,403;3,42;Valid;Valid;319,1;232,9;437,8;375;243;432,5;434,7;185;436,3;198,8;0,7889;0,5562;0,7874;0,5362;0,7904;0,5762;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;167;293;1504;595;0,7832;0,5507;;;;;;;;;;;
125558;1626959215;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738200495;;;1509;587;1510;569;1507;605;0,2514;-0,11106;-0,96149;0,13101;-0,11203;-0,98503;3,489;3,445;3,445;Valid;Valid;319,6;232,5;438,7;375,7;242,6;433,2;434,3;181,8;433,3;193,4;0,7859;0,5437;0,7867;0,527;0,785;0,5605;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;167;293;1504;595;0,7832;0,5507;;;;;;;;;;;
125591;1626959247;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738232947;;;1526;590;1511;564;1541;615;0,25012;-0,1141;-0,96147;0,15038;-0,10348;-0,9832;3,484;3,433;3,447;Valid;Valid;320,3;232,2;439;376,7;242,2;433,4;434,5;180,1;443;196,6;0,7948;0,5459;0,7872;0,5219;0,8025;0,5699;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;167;293;1504;595;0,7832;0,5507;;;;;;;;;;;
125608;1626959265;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738250415;;;1499;595;1489;566;1510;624;0,23639;-0,11282;-0,96509;0,13009;-0,09717;-0,98673;3,46;3,421;3,439;Valid;Valid;320,5;232,2;438,9;377;242,1;433,3;428,1;180,9;434,1;199,4;0,781;0,5511;0,7755;0,5242;0,7865;0,5781;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;167;293;1504;595;0,7832;0,5507;;;;;;;;;;;
125641;1626959297;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738282862;;;1391;576;1389;537;1392;615;0,17515;-0,13546;-0,97518;0,05237;-0,10445;-0,99315;3,452;3,359;3,41;Valid;Valid;320,7;232,4;438,2;377,4;242;432,3;399,4;171,5;400,2;196,5;0,7243;0,5334;0,7235;0,4972;0,7251;0,5696;Teks;Teks.png;1920;1080;0;0;1920;1080;Saccade;33;544;;;;;;;;;;;;;;;
125658;1626959315;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738300210;;;1397;579;1399;545;1394;613;0,18125;-0,13078;-0,9747;0,05361;-0,10632;-0,99289;3,444;3,37;3,407;Valid;Valid;320,8;232,8;437,3;377,6;242,1;431,4;402,1;174,1;400,9;195,9;0,7274;0,5362;0,7285;0,5046;0,7262;0,5679;Teks;Teks.png;1920;1080;0;0;1920;1080;Unclassified;50;293;;;;;;;;;;;;;;;
125758;1626959415;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738400175;;;1404;575;1394;556;1414;594;0,1777;-0,12435;-0,9762;0,06437;-0,11917;-0,99079;3,274;3,321;3,362;Valid;Valid;321,9;232,9;434;378,8;241;427,4;400,9;177,6;406,6;189,6;0,7314;0,5323;0,7263;0,5149;0,7366;0,5497;Teks;Teks.png;1920;1080;0;0;1920;1080;Unclassified;50;294;;;;;;;;;;;;;;;
125840;1626959497;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738482427;;;1407;576;1383;540;1430;612;0,1689;-0,13385;-0,9765;0,07376;-0,10273;-0,99197;3,356;3,342;3,349;Valid;Valid;323,3;231,6;430,2;379,8;239,4;423;397,7;172,6;411,2;195,6;0,7328;0,5337;0,7205;0,5004;0,745;0,5671;Teks;Teks.png;1920;1080;0;0;1920;1080;Unclassified;17;296;;;;;;;;;;;;;;;
125858;1626959515;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738500015;;;1397;588;1365;549;1430;626;0,15656;-0,12698;-0,97947;0,07251;-0,092;-0,99312;3,304;3,32;3,316;Valid;Valid;323,9;231,1;429,8;380,1;239,1;422,6;392,6;175,4;411;200;0,7279;0,544;0,7112;0,5084;0,7445;0,5796;Teks;Teks.png;1920;1080;0;0;1920;1080;Saccade;17;548;;;;;;;;;;;;;;;
125908;1626959564;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738549810;;;1316;576;1305;540;1327;612;0,11553;-0,1329;-0,98437;0,00215;-0,10235;-0,99475;3,314;3,295;3,301;Valid;Valid;324,9;230,4;427,6;380,7;238,6;420,4;375,1;172,6;381,6;195,4;0,6855;0,5333;0,6795;0,5004;0,6914;0,5662;Teks;Teks.png;1920;1080;0;0;1920;1080;Unclassified;34;297;;;;;;;;;;;;;;;
125940;1626959597;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738582258;;;1303;613;1283;562;1323;664;0,09997;-0,11698;-0,98809;-0,00197;-0,06259;-0,99804;3,297;3,383;3,305;Valid;Valid;325,6;230,1;426,2;381,3;238,4;418,9;368,8;179,6;380,5;212,1;0,6787;0,5677;0,6681;0,5207;0,6893;0,6148;Teks;Teks.png;1920;1080;0;0;1920;1080;Saccade;34;549;;;;;;;;;;;;;;;
125958;1626959614;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738599855;;;1319;589;1298;552;1340;627;0,10924;-0,1246;-0,98617;0,00838;-0,0901;-0,9959;3,337;3,286;3,309;Valid;Valid;326;230;425,7;381,6;238,3;418,3;373,2;176,2;385,1;200,4;0,6869;0,5458;0,6761;0,5107;0,6977;0,5809;Teks;Teks.png;1920;1080;0;0;1920;1080;Saccade;34;549;;;;;;;;;;;;;;;
125990;1626959647;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738632173;;;1312;605;1283;567;1341;644;0,09896;-0,11527;-0,98839;0,00879;-0,07882;-0,99685;3,333;3,272;3,311;Valid;Valid;326,5;230,4;423,6;381,8;238,6;415,9;368,9;181;385,5;205,8;0,6834;0,5605;0,6684;0,5246;0,6984;0,5964;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;116;294;1301;586;0,6777;0,543;;;;;;;;;;;
126007;1626959664;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738649775;;;1308;608;1284;565;1333;651;0,09895;-0,11812;-0,98806;0,00276;-0,07489;-0,99719;3,335;3,33;3,307;Valid;Valid;326,8;230,9;422,3;382;239;414,9;369,1;180,4;383,1;207,8;0,6814;0,5626;0,6687;0,5228;0,6941;0,6024;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;116;294;1301;586;0,6777;0,543;;;;;;;;;;;
126057;1626959714;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738699695;;;1308;608;1287;559;1328;657;0,09823;-0,12469;-0,98732;-0,0038;-0,0735;-0,99729;3,318;3,221;3,315;Valid;Valid;328,1;231,9;421,5;383,4;240,3;413,7;370;178,7;381,8;209,8;0,681;0,5631;0,6704;0,518;0,6916;0,6082;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;116;294;1301;586;0,6777;0,543;;;;;;;;;;;
126090;1626959746;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738732004;;;1333;601;1292;570;1374;633;0,09896;-0,1191;-0,98794;0,02573;-0,09486;-0,99516;3,4;3,546;3,4;Valid;Valid;329,2;232,9;421,2;384,4;241,5;413,5;371,4;182,1;395;202,1;0,6942;0,5568;0,6728;0,5278;0,7157;0,5858;Teks;Teks.png;1920;1080;0;0;1920;1080;Saccade;34;550;;;;;;;;;;;;;;;
126107;1626959764;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738749615;;;1342;593;1293;564;1390;621;0,09828;-0,12533;-0,98724;0,03521;-0,10574;-0,99377;3,371;3,499;3,406;Valid;Valid;330;233,6;420,8;385;242,4;413,1;371,9;180,2;399,6;198,4;0,6988;0,5488;0,6737;0,5223;0,7239;0,5752;Teks;Teks.png;1920;1080;0;0;1920;1080;Saccade;34;550;;;;;;;;;;;;;;;
126157;1626959814;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738799410;;;1526;653;1530;641;1522;664;0,24486;-0,06991;-0,96703;0,11913;-0,07848;-0,98977;3,436;3,289;3,433;Valid;Valid;333,2;235,4;421,2;388;244,8;413,3;439,8;204,9;437,7;212;0,7949;0,6042;0,7968;0,5939;0,793;0,6145;Teks;Teks.png;1920;1080;0;0;1920;1080;Unclassified;33;299;;;;;;;;;;;;;;;
126190;1626959846;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738831931;;;1577;668;1539;617;1614;719;0,24681;-0,08802;-0,96506;0,17751;-0,03738;-0,98341;3,595;3,886;3,618;Valid;Valid;334,5;235,7;422,5;389,4;245,5;414,2;442,6;197,2;464,2;229,7;0,8213;0,6187;0,8018;0,5715;0,8409;0,6659;Teks;Teks.png;1920;1080;0;0;1920;1080;Saccade;17;551;;;;;;;;;;;;;;;
126240;1626959896;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738881847;;;1559;648;1541;602;1576;694;0,24432;-0,10062;-0,96446;0,14893;-0,057;-0,9872;3,646;3,52;3,603;Valid;Valid;336,1;236,4;422,6;390,7;245,5;414,4;443,1;192,3;453,2;221,6;0,8119;0,5998;0,8028;0,5573;0,821;0,6422;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;167;295;1544;637;0,8043;0,5896;;;;;;;;;;;
126257;1626959914;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738899333;;;1553;643;1531;594;1574;691;0,23682;-0,10634;-0,96572;0,14683;-0,05814;-0,98745;3,628;3,538;3,603;Valid;Valid;336,4;236,4;422,8;391;245,3;414,5;440,1;189,8;452,6;220,9;0,8086;0,5952;0,7973;0,5502;0,8199;0,6402;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;167;295;1544;637;0,8043;0,5896;;;;;;;;;;;
126289;1626959946;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738931763;;;1554;660;1550;636;1559;684;0,25078;-0,07622;-0,96504;0,13769;-0,06352;-0,98844;3,703;3,58;3,6;Valid;Valid;336,3;236,5;421,1;390,6;245,1;412,7;445,7;203,2;448,1;218,6;0,8096;0,6112;0,8075;0,589;0,8117;0,6335;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;167;295;1544;637;0,8043;0,5896;;;;;;;;;;;
126307;1626959964;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738949276;;;1548;651;1543;616;1552;687;0,24688;-0,09065;-0,9648;0,13455;-0,06099;-0,98903;3,656;3,523;3,608;Valid;Valid;336,1;236,3;420,3;390,2;244,7;411,9;443,7;196,9;446,3;219,3;0,8061;0,6031;0,8037;0,5706;0,8085;0,6357;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;167;295;1544;637;0,8043;0,5896;;;;;;;;;;;
126339;1626959996;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738981678;;;1541;648;1531;605;1552;691;0,24178;-0,09868;-0,9653;0,13696;-0,05608;-0,98899;3,641;3,565;3,608;Valid;Valid;335,2;236;418,9;389,3;244,1;410,4;440,2;193,2;446,1;220,8;0,8028;0,6;0,7974;0,56;0,8081;0,64;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;167;295;1544;637;0,8043;0,5896;;;;;;;;;;;
126357;1626960014;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6738999187;;;1547;640;1534;588;1559;692;0,2439;-0,10914;-0,96364;0,1423;-0,05254;-0,98843;3,651;3,656;3,634;Valid;Valid;334,8;235,3;420;389;243,1;411,5;441,1;187,7;448,3;221,2;0,8056;0,5926;0,7991;0,544;0,8121;0,6412;Teks;Teks.png;1920;1080;0;0;1920;1080;Fixation;167;295;1544;637;0,8043;0,5896;;;;;;;;;;;
